ID,lat,long
2,37.73811344672350,24.053148846858600
3,37.73817107414460,24.05437191129620
4,37.74032730964010,24.05088254483080
5,37.7396021753909,24.05107018266580
6,37.73915125728480,24.051054047952600
7,37.73870005533940,24.05102657860790
8,37.738248853371500,24.05099910941550
9,37.74005337729110,24.051097652246100
10,37.73958035955570,24.051638351352200
11,37.73912915761980,24.05161087846040
12,37.73912915761980,24.05161087846040
13,37.74003156146900,24.05166582439650
14,37.73956754230530,24.052206162631700
15,37.739116340357,24.052178686278600
16,37.7386654220932,24.05216254473000
17,37.73821422009960,24.05213506861270
18,37.73752679036070,24.052389265655900
19,37.74001874423120,24.05223363913740
20,37.739545720960300,24.05277433108230
21,37.739094518998900,24.052746851265400
22,37.738643317015100,24.05271937160100
23,37.738192398660800,24.05270322667460
24,37.737741196631800,24.05267574724630
25,37.73999663924520,24.05279047619020
26,37.73952389685800,24.053342499380400
27,37.73908169623550,24.053314658985500
28,37.73863049423920,24.05328717585990
29,37.73772837377630,24.053243544586800
30,37.73772837377630,24.053243544586800
31,37.73951078781010,24.05389897567940
32,37.739059869367800,24.05388282373620
33,37.73860866735860,24.05385533714680
34,37.73770654681510,24.053811698949000
35,37.73996198977420,24.053926462505100
36,37.73770654681510,24.053811698949000
37,37.739488958252800,24.054467143738600
38,37.739037756253400,24.054439653601800
39,37.73858683772070,24.054423498281000
40,37.73813563567620,24.0543960083808
41,37.73769343497170,24.054368161664600
42,37.73994016022970,24.05449463402820
43,37.73724251637010,24.05435200652990
44,37.73947612730340,24.05503495473420
45,37.73902492529170,24.055007461136100
46,37.738573723257500,24.05497996769090
47,37.73812280463510,24.054963808996500
48,37.73767160255570,24.05493631578790
49,37.73991832792790,24.055062805398500
50,37.7394542922363,24.05560312255680
51,37.73900309021180,24.055575625494900
52,37.73855217154450,24.055559463255500
53,37.73810096947490,24.055531966430500
54,37.73764976738270,24.055504469758400
55,37.73990549423820,24.05563061977160
56,37.74035641283600,24.0556467821938
57,37.740798613424500,24.05567463649600
58,37.73943245441190,24.056171290226400
59,37.73898125237470,24.056143789700800
60,37.73853005031500,24.05611628932820
61,37.73807913155760,24.056100123711600
62,37.73763693082910,24.05607226681430
63,37.73988337309990,24.05618745602600
64,37.740334575091900,24.056214956788700
65,37.737185728702200,24.056044766834200
66,37.7394196152094,24.056739101039300
67,37.73895941178040,24.056711953753700
68,37.73851721108810,24.056684093218600
69,37.738066292263700,24.05666792414460
70,37.73761509014660,24.056640420547900
71,37.73987053396430,24.056755270296400
72,37.74031273459040,24.056783131230500
73,37.737163888007000,24.056612917104400
74,37.739397771875200,24.05730726847180
75,37.73893756842900,24.057280117653400
76,37.737593246707100,24.05720857412850
77,37.73984869069750,24.057323441190300
78,37.73182279079110,24.050210478232100
79,37.73892472370920,24.057847924836800
80,37.738031320882200,24.05779254690950
81,37.737580401900900,24.05777637100130
82,37.74027804670280,24.057919123082900
83,37.73890287484810,24.058416088499200
84,37.737593246707100,24.05720857412850
85,37.73888974157530,24.058972560827100
86,37.73812618589010,24.056540746504500
87,37.73994795658570,24.054085864735100
88,37.737741196631800,24.05267574724630
89,37.73769343497170,24.054368161664600
90,37.73768471709680,24.054379853158500